code,answer,score_v1,score_v2,score,ideal,score_ideal_ratio
F.6,"YES. The Board has established an effective risk management framework which is inclusive of key risks as well as foreseeable risks, environmental and social risks and issues. The Group's risk management function has designed and oversees a Risk Management Framework to allow the Group identify, measure and manage risks within a Board-approved risk appetite. The Board oversees the risk management strategy and framework taking into account the risk appetite, prudential capital requirements and strategic and business priorities of the Group. The Board of Directors of the Group has established various committees including Audit & Risk, Human Resources & Governance, Strategy & IT, Nominations & Oversight committees which are tasked with developing and continuous monitoring of the Group risk management policies in their specified areas. The Group is continually updating our Enterprise Risk management framework to ensure the identification, assessment, management and reporting of climate change-related risks which helps increase our understanding of the risks and opportunities in our portfolios and enhances our forward-looking analysis.",2,,2,2,1.0
F.7,"YES. The Board has established and reviewed on a regular basis the adequacy, integrity and management of internal control systems and information systems (including for compliance with all applicable laws, regulations, rules and guidelines). The Group Board has the overall responsibility for the Group’s system of internal control, which includes all material controls including financial, operational and compliance controls and related risk management, and reviewing its effectiveness. The Group Audit and Risk Committee (GARC) is responsible for reviewing the effectiveness of the Group’s internal controls. The committee reviews internal audit reports, external auditor reports, policies, compliance with AML/CFT regulatory requirements, ICAAP, and quarterly risk management reports. The Group also assesses and tests the design and operating effectiveness of the controls over the integrity of information technology (IT) systems and applications that are relevant for financial accounting and reporting. The Group has put in place frameworks to ensure that any activities or incidents that may result in legal risk are identified, assessed, monitored, and addressed effectively and in a timely manner. The Board supports ensuring effective risk management, promoting appropriate risk taking, and ensuring that emerging risks and risk taking activities are identified, assessed, escalated, and addressed in a timely manner.",2,,2,2,1.0
F.8,"YES. The Board annually conducts a review on the effectiveness of the company’s risk management practices and internal control systems and reports this to shareholders. The Group Audit and Risk Committee (GARC) is responsible for reviewing the effectiveness of the Group’s internal controls, and the Group Board has the overall responsibility for the Group’s system of internal control, including all material controls, financial, operational and compliance controls, and related risk management, and reviewing its effectiveness. The Board reviews its performance and that of the Board committees and individual directors every year, and every third year, the review is facilitated by an external consultant.",2,,2,2,1.0
F.9,"YES. The Board has established an effective internal audit function according to Code requirements and which reports directly to the Audit Committee. The Group Audit and Risk Committee (GARC) is responsible for reviewing the effectiveness of the Group's internal controls, and the Audit & Risk committee is composed of only independent non-executive Directors in line with the provisions of the Prudential Guidelines issued by the Central Bank of Kenya. The committee reviews internal audit reports presented by the Internal Auditor for audits undertaken during the year in line with the approved audit plan, and receives reports from the CRO on the level of compliance with AML/CFT regulatory requirements, whistle-blowing reports, and other risk management updates. The committee also reviews ICAAP for the entire Group ensuring all business risks were identified and the Group had sufficient capital to cover the identified risks. The Board receives a report from the Chairman of each committee on significant areas of discussion and key decisions at the subsequent Board meeting.",2,,2,2,1.0
G.1,"YES. The company has policies and processes to ensure timely and balanced disclosure of all material information as required by all laws, regulations and standards and this Code. The Board ensures that high standards and practices in Corporate Governance and more specifically the principles, practices and recommendations set out under the Code of Corporate Governance Practices for Issuers of Securities to the Public, 2015 (“the CMA Code”), the Corporate Governance Guidelines as prescribed by the Central Bank of Kenya being the primary regulatory authority of the Group and KCB Bank Kenya Limited as well as the Companies Act, 2015 (“the Act”) are adhered to. The Group has in place internal controls and risk management systems in relation to the Group’s financial reporting process and the Group’s process for preparing consolidated accounts.",2,,2,2,1.0
G.10,NO,0,,0,2,0.0
G.11,NO,0,,0,2,0.0
G.12,"YES. The Board includes in its Annual Report a statement of policy on good governance and the status of the application of this Code. The Board of Directors of KCB Group Plc considers good governance achieved through an ethical culture, competitive performance, effective control, and legitimacy can create sustainable value and enhance long-term equity performance. The Board applies good governance practices to promote strategic decision making for the organization to balance short, medium and long-term outcomes to reconcile interests of the KCB Group as a whole together with its stakeholders and the society to create sustainable shared value.",2,,2,2,1.0
G.2,"YES. The Annual Report covers disclosures as prescribed in 7.1.1 relating to the company's governance, the Board and the Audit Committee. The report describes the roles and responsibilities of each committee, including the Audit & Risk committee, which is composed of only independent non-executive Directors in line with the provisions of the Prudential Guidelines issued by the Central Bank of Kenya. The report also mentions the Group Audit and Risk Committee (GARC), which assists the Board by providing oversight of the Group’s financial reporting responsibilities including external audit independence and performance. The Audit Committee responsibilities include reviewing the half-year and full-year statutory financial reports for recommendation to the Board, reviewing significant accounting estimates and judgments used for the preparation of the financial reports, and reviewing and approving any new or proposed changes in Group accounting policies. The report also mentions the importance of shareholder participation in meetings and the use of the AGM as well as the published annual integrated report as an opportunity to communicate with shareholders.",2,,2,2,1.0
G.3,"YES. The content mentions that the Annual Report is aligned with various regulations and guidelines, including the Companies Act, CMA guidelines, NSE Listings Manual, CBK Prudential Guidelines, and IIRC guidelines. It also states that the report covers the company's primary activities across all regional markets and provides a comprehensive review of financial and non-financial metrics, including disclosures related to the company's mission, vision, and strategic objectives. Additionally, the report includes a Corporate Governance Statement that outlines the Board's role and responsibilities, including oversight over reporting to shareholders on the direction, governance, and performance of the Group.",2,,2,2,1.0
G.4,"YES. The Annual Report covers disclosures as prescribed in 7.1.1 relating to remuneration and whistleblowing. The directors' remuneration report is properly prepared in accordance with the Companies Act, 2015, and the Human Resources and Governance Committee is mentioned in relation to remuneration risk. However, the report may not disclose certain matters if law or regulation precludes public disclosure or if the adverse consequences of doing so would outweigh the public interest benefits.",2,,2,2,1.0
G.5,NO,0,,0,2,0.0
G.6,NO,0,,0,2,0.0
G.7,"YES. The Board has provided disclosures as required in 7.1.1 on compliance with laws, regulations and standards; ethical leadership, conflict of interest, corporate social responsibility and citizenship. The Board is committed to ensuring that the Company complies with the laws, regulations and standards applicable to it, and all Directors of the Company must avoid any situation which might give rise to a conflict between their personal interest and that of the Group. The Board also promotes good corporate governance, ethics, social responsibility, and integrity of financial reporting.",2,,2,2,1.0
G.8,"YES. The Board has made all required disclosures, including confirming requirements of 7.1.1 which include that a governance audit was carried out and that there are no known insider dealings.",2,,2,2,1.0
G.9,"YES. The Board has established committees responsible for developing and monitoring the Group's risk management policies, including policies on information technology and procurement. The policies are reviewed regularly and the committees report regularly to the Board of Directors. The Group also maintains an Information Risk Policy to protect its information assets. The risk management policies establish appropriate risk limits and controls and are reviewed regularly to reflect changes in market conditions, products, and services offered. The policies provide a consistent risk management framework in which risks are identified, considered, and addressed.",2,,2,2,1.0
