code,answer,score_v1,score_v2,score,ideal,score_ideal_ratio
G.10,"YES. The Board has disclosed information on shareholders, including the key shareholders, including shareholding by directors and senior management and the extent of their shareholdings as required in 7.1.1 and on stakeholder who influence company performance and sustainability. The Group has set up an investor relations docket, headed by a Group Director and engagement with all Shareholders is continuous. The Group is committed to timely and transparent disclosure of information to its Shareholders. The Group complied with all the aspects of the 2015 Capital Markets Authority (CMA) Code of Corporate Governance, including Board operations and control, rights of Shareholders, stakeholder relations, ethics and social responsibility, accountability, risk management and internal control, and transparency and disclosure. The Board evaluation questionnaire focused on key areas such as Board Structure and Composition, Board Practices, Procedure of Board Meetings, Accountability and Risk Management, Information and Communication, and Appropriate Boardroom behaviours.",2,,2,2,1.0
G.11,NO,0,,0,2,0.0
G.12,"YES. The Board includes in its Annual Report a statement of policy on good governance and the status of the application of this Code. The Board Charter and Code of Conduct and Ethics are publicly published in the Group’s website while the Annual Workplan and Evaluation tools ensure that the Board activities for the year are well planned and its performance duly assessed respectively. The Board Charter covers amongst other things: statement of good governance; governance structure clearly distinguishing the role of the Board and Management, Board appointments procedure and role, responsibilities, powers and practices of the Board. Additionally, the Charter provides for limitation on directorships wherein Board members shall not hold the position of a director in more than two other public listed companies at any one time. The Board ensures high standards and practices in Corporate Governance and more specifically the principles, practices and recommendations set out under the Code of Corporate Governance for Issuers of Securities in Kenya (“the Code”) as well as the Companies Act, 2015 (“the Act”) are adhered to. The Board has established internal procedures and monitoring systems to promote compliance with applicable laws, regulations and standards. The Group Board has the overall responsibility for good corporate governance across the Group and ensures that the governance policies and mechanisms are appropriate to the structure, business and risks of the Group.",2,,2,2,1.0
G.2,"YES. The Annual Report covers disclosures as prescribed in 7.1.1 relating to the company's governance, the Board and the Audit Committee. The report describes matters in the auditor's report unless law or regulation precludes public disclosure about the matter or when, in extremely rare circumstances, they determine that a matter should not be communicated in their report because the adverse consequences of doing so would reasonably be expected to outweigh the public interest benefits of such communication. The report also includes information on the Board's evaluation questionnaire, training, compliance with the 2015 Capital Markets Authority (CMA) Code of Corporate Governance, Board operations and control, and the establishment of different committees with established terms of reference to provide guidance on broad functions of the Group such as audit, risk management, remuneration, finance, strategy & investment as well as governance.",2,,2,2,1.0
G.3,NO,0,,0,2,0.0
G.4,"YES. The Directors' Remuneration Report is audited and properly prepared in accordance with the Companies Act, 2015. The report also covers disclosures relating to remuneration and whistleblowing as prescribed in 7.1.1.",2,,2,2,1.0
G.5,"YES. The company website discloses current information on all areas prescribed in 7.1.1, including the Board Charter, Whistleblowing Policy, Code of Ethics, and information on resignation of directors. These are publicly published on the Group's website, along with other important company information such as financial statements, investor briefings, particulars of shareholding, Group Notices and AGM material, Group Corporate Governance Framework, and key Group Policies including the Group Transparency and Disclosure Policy. The Board Charter covers the statement of good governance, governance structure, Board appointments procedure and role, responsibilities, powers and practices of the Board, and provides for limitation on directorships. The Board also has established the necessary tools to enable it to be effective in discharging its roles and responsibilities, including a Code of Conduct and Ethics, Annual Board Workplan, and an Evaluation toolkit used for the annual Board Evaluation conducted by an independent consultant. The Board is committed to ensuring that the Company is in compliance with the laws, regulations, and standards applicable to it, and promotes sustainability of the company, policies on related party transactions and conflict of interest, and is assisted by a suitably qualified and competent company secretary.",2,,2,2,1.0
G.6,NO,0,,0,2,0.0
G.7,"YES. The Board ensures high standards and practices in Corporate Governance and more specifically the principles, practices and recommendations set out under the Code of Corporate Governance for Issuers of Securities in Kenya (“the Code”) as well as the Companies Act, 2015 (“the Act”) are adhered to. The Board has established internal procedures and monitoring systems to promote compliance with applicable laws, regulations and standards. The Board is also supported by duly qualified legal and compliance professionals to guide and focus the Company’s compliance efforts. The Group Board has the overall responsibility for good corporate governance across the Group and ensures that the governance policies and mechanisms are appropriate to the structure, business and risks of the Group.",2,,2,2,1.0
G.8,"YES. The Board made all required disclosures, including confirming requirements of 7.1.1 which include that a governance audit was carried out and that there are no known insider dealings. The directors have taken all the steps that they ought to have taken as directors so as to be aware of any relevant audit information and to establish that the Group’s auditor is aware of that information. The report also mentions that the directors are provided with regular updates on matters relevant to legal reforms, corporate governance, the corporate environment, regulatory obligations, business/commercial risks, and other matters that may be of interest in the execution of their role. The report also includes a statement from the directors acknowledging their responsibilities and the independent audit of the financial statements.",2,,2,2,1.0
G.9,NO,0,,0,2,0.0
